LONGITUDE,LATITUDE,LABEL,NAME,Substation,PrimaryFee,PrimaySubs,County,InternalSb,CustomersS,PhysicalLo
36° 04' 22.0095" E,0° 19' 5.1771" S,05028 - Farm Race Track,05028 - Farm Race Track,05028,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610130,99.00000000000,NAKURU
36° 04' 5.7914" E,0° 18' 57.5425" S,17738 - MWARIKI ESTATE,17738 - MWARIKI ESTATE,17738,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610131,2366.00000000000,NAKURU
36° 03' 53.2385" E,0° 19' 6.0093" S,18037 - RONDA EST.,18037 - RONDA EST.,18037,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610132,170.00000000000,NAKURU
36° 03' 42.0189" E,0° 19' 0.8120" S,18700 - RONDA EST.,18700 - RONDA EST.,18700,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610133,1009.00000000000,NAKURU
36° 03' 48.9881" E,0° 18' 53.9247" S,05845 - Mwariki Estate,05845 - Mwariki Estate,05845,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610134,2566.00000000000,NAKURU
36° 03' 56.8715" E,0° 18' 46.0456" S,18294 - RONDA EST.,18294 - RONDA EST.,18294,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610135,2275.00000000000,NAKURU
36° 03' 36.1183" E,0° 19' 2.5801" S,05362 - Sewage Works,05362 - Sewage Works,05362,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610137,1292.00000000000,NAKURU
36° 03' 31.0596" E,0° 19' 18.6549" S,17330 - Sewage Quarters,17330 - Sewage Quarters,17330,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610139,17742.00000000000,NAKURU
36° 03' 26.8583" E,0° 19' 40.9354" S,05030 - Ronda Next To St Luk,05030 - Ronda Next To St Luk,05030,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610140,510.00000000000,RONDA NAKURU
36° 03' 36.8981" E,0° 19' 48.8023" S,18507 - BARUT ST LUKE,18507 - BARUT ST LUKE,18507,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610141,259.00000000000,st luke's boys secondary scho
36° 02' 58.4016" E,0° 20' 51.1435" S,18485 - PRIVATE SCH.,18485 - PRIVATE SCH.,18485,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610142,55.00000000000,RONDA NAKURU
36° 03' 13.7211" E,0° 19' 51.2400" S,18508 - RONDA APPLICANTS,18508 - RONDA APPLICANTS,18508,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610143,195.00000000000,NAKURU
36° 02' 56.1213" E,0° 19' 30.6726" S,18040 - HOPE WELL SCH._BARUTI,18040 - HOPE WELL SCH._BARUTI,18040,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610144,274.00000000000,NAKURU
36° 04' 0.1599" E,0° 18' 59.5759" S,17062 - Konoike Sewage & Off,17062 - Konoike Sewage & Off,17062,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300610155,268.00000000000,NAKURU
36° 07' 13.2584" E,0° 17' 39.8451" S,18759 - NAKA ESTATE,18759 - NAKA ESTATE,18759,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300610164,810.00000000000,Free Area Near Buffalo Restua
36° 07' 10.6511" E,0° 17' 45.9216" S,18760 - NAKA ESTATE,18760 - NAKA ESTATE,18760,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300610165,829.00000000000,Near L. Nakuru N. Park fence.
36° 06' 49.4566" E,0° 17' 35.0299" S,18834 - NAKA ESTATE,18834 - NAKA ESTATE,18834,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610166,1136.00000000000,200 m off the nakuru nairobi
36° 05' 54.1660" E,0° 17' 15.7219" S,18681 - SEC 58,18681 - SEC 58,18681,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300610168,251.00000000000,Dog Section.
36° 05' 12.0382" E,0° 17' 27.4289" S,18719 - S. KIMALEL RD,18719 - S. KIMALEL RD,18719,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610170,835.00000000000,Kisulisuli Estate
36° 04' 25.4954" E,0° 17' 29.5212" S,18817 - RONALD NGALA AVENUE,18817 - RONALD NGALA AVENUE,18817,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610174,343.00000000000,christ the king church
36° 03' 54.1187" E,0° 17' 37.4479" S,18819 - RONALD NGALA AVENUE,18819 - RONALD NGALA AVENUE,18819,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610175,688.00000000000,Near Red Cross
36° 03' 45.7273" E,0° 17' 39.6760" S,18820 - RONALD NGALA AVENUE,18820 - RONALD NGALA AVENUE,18820,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610176,433.00000000000,Near Mama Ngina Primary
36° 03' 40.0467" E,0° 17' 27.1062" S,05822 - Bedi Investment,05822 - Bedi Investment,05822,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610177,500.00000000000,Bedi fabrics
36° 03' 39.6675" E,0° 17' 24.9824" S,05722 - Bedi Investments,05722 - Bedi Investments,05722,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610178,627.00000000000,Bedi fabrics
36° 03' 36.0655" E,0° 17' 18.6831" S,05518 - Londra Factory,05518 - Londra Factory,05518,INTERCONNECTOR 1 EX LANET,LANET SUBSTATION,Nakuru,300610179,0.00000000000,NAKURU
36° 03' 48.7405" E,0° 16' 50.6647" S,05654 - Showground.,05654 - Showground.,05654,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610202,471.00000000000,Show Ground
36° 04' 0.2825" E,0° 16' 54.9069" S,05023 - Nakuru Railway Station,05023 - Nakuru Railway Station,05023,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610203,656.00000000000,NAKURU RAILWAYS
36° 03' 58.5205" E,0° 16' 48.2612" S,05025 - SHOW GROUND,05025 - SHOW GROUND,05025,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610204,149.00000000000,Nakuru Showground
36° 03' 53.6963" E,0° 16' 30.9843" S,05531 - Golf Club Road,05531 - Golf Club Road,05531,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610205,120.00000000000,maralal
36° 04' 15.9203" E,0° 16' 43.6430" S,05559 - General Hosp._Nakuru,05559 - General Hosp._Nakuru,05559,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610206,250.00000000000,next to show ground
36° 04' 22.4712" E,0° 16' 42.0362" S,05021 - General Hospital,05021 - General Hospital,05021,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610207,351.00000000000,nakuru PGH
36° 04' 22.8091" E,0° 16' 34.4090" S,05565 - General Hospital,05565 - General Hospital,05565,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610208,410.00000000000,NAKURU
36° 04' 24.4665" E,0° 16' 32.2891" S,05213 - Hospital T Centre,05213 - Hospital T Centre,05213,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610209,275.00000000000,Nakuru Kmtc
36° 04' 19.1210" E,0° 16' 22.4774" S,05019 - Crescent Road,05019 - Crescent Road,05019,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610210,1029.00000000000,milimani guest house
36° 04' 8.7355" E,0° 16' 19.9682" S,18683 - TIRIKI RD,18683 - TIRIKI RD,18683,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610211,117.00000000000,NAKURU
36° 03' 52.8360" E,0° 16' 23.8678" S,05388 - Vetinary Houses,05388 - Vetinary Houses,05388,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610212,251.00000000000,OPPOSITE NAKURU GOLF CLUB
36° 04' 40.7026" E,0° 16' 46.7431" S,05017 - Menengai Drive,05017 - Menengai Drive,05017,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610215,123.00000000000,NEXT TO TNA-NAKURU OFFICE
36° 04' 49.2763" E,0° 16' 52.8835" S,05015 - War Memorial Hospital,05015 - War Memorial Hospital,05015,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610217,525.00000000000,NAKURU
36° 05' 1.4464" E,0° 16' 23.2220" S,05011 - Crater Climb,05011 - Crater Climb,05011,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610218,504.00000000000,NAKURU
36° 04' 42.0112" E,0° 16' 16.2626" S,05829 - Maragoli Ave.,05829 - Maragoli Ave.,05829,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610219,80.00000000000,NAKURU
36° 05' 4.7921" E,0° 16' 15.8625" S,05466 - Crater Climb,05466 - Crater Climb,05466,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610220,458.00000000000,milimani police patrol post
36° 05' 18.0152" E,0° 15' 39.0832" S,05607B - K.B.C Station_Nakuru,05607B - K.B.C Station_Nakuru,05607B,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610221,50.00000000000,kbc broadcasting station
36° 05' 27.1162" E,0° 14' 59.7815" S,05013 - KIRIMA MARKET,05013 - KIRIMA MARKET,05013,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610223,122.00000000000,KIRIMA MARKET
36° 05' 32.1967" E,0° 15' 21.0999" S,17829 - MENENGAI,17829 - MENENGAI,17829,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610224,320.00000000000,NEAR MENENGAI CRATER
36° 05' 21.3138" E,0° 15' 12.6338" S,17911 - KENCELL_MENENGAI CRAT,17911 - KENCELL_MENENGAI CRAT,17911,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610225,146.00000000000,NAKURU
36° 05' 12.5442" E,0° 14' 47.2313" S,05359 - MICROWAVE STATION,05359 - MICROWAVE STATION,05359,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610226,50.00000000000,KIRIMA
36° 05' 35.8672" E,0° 14' 49.6973" S,17831 - CUSTOMER BASE CREATIO,17831 - CUSTOMER BASE CREATIO,17831,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610227,144.00000000000,NAKURU
36° 05' 56.8193" E,0° 14' 54.4861" S,17830 - CUSTOMER BASE CREATIO,17830 - CUSTOMER BASE CREATIO,17830,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300610228,105.00000000000,CRETER
36° 05' 7.9576" E,0° 16' 44.6423" S,05005 - WATER PUMP KIAMAINA R,05005 - WATER PUMP KIAMAINA R,05005,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610229,261.00000000000,NAKURU
36° 05' 7.6607" E,0° 16' 54.4033" S,05465 - State,05465 - State,05465,MILIMANI  11KV  EX  NAKURU,NAKURU DEPOT,Nakuru,300610230,248.00000000000,near state house
36° 03' 33.4463" E,0° 17' 7.2097" S,05267 - Timber Mills Road,05267 - Timber Mills Road,05267,MENENGAI 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300610231,819.00000000000,near mrm
35° 59' 48.4412" E,0° 14' 11.7702" S,05945 - N. Kamau,05945 - N. Kamau,05945,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610312,91.00000000000,MENENGAI
35° 59' 54.3322" E,0° 14' 0.4118" S,05944 - Macharia,05944 - Macharia,05944,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610313,138.00000000000,kilobon
35° 59' 16.8924" E,0° 14' 12.4252" S,17030 - Kilobon Farm,17030 - Kilobon Farm,17030,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610314,139.00000000000,KIROBON
35° 59' 21.5539" E,0° 14' 35.2977" S,17041 - Kilobon Farm (B),17041 - Kilobon Farm (B),17041,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610315,72.00000000000,OPPOSITE AIC CHURCH KAPTICH
35° 58' 55.0551" E,0° 14' 53.0658" S,17031 - Peter Rotich,17031 - Peter Rotich,17031,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610316,212.00000000000,KIROBON
35° 58' 55.6433" E,0° 14' 27.2836" S,17032 - Kilobon Farm,17032 - Kilobon Farm,17032,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610317,141.00000000000,KIROBON
35° 58' 48.9568" E,0° 14' 7.8168" S,17033 - Kilobon Farm,17033 - Kilobon Farm,17033,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610318,93.00000000000,kiloboin
35° 59' 22.9322" E,0° 13' 25.1334" S,05947 - Maranga_Kiamunyi,05947 - Maranga_Kiamunyi,05947,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610319,105.00000000000,MENENGAI
35° 58' 6.6674" E,0° 13' 17.7946" S,18075 - LENGINET,18075 - LENGINET,18075,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610320,48.00000000000,MENENGAI
35° 58' 19.8983" E,0° 13' 3.2918" S,05968 - Mangu Farm,05968 - Mangu Farm,05968,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610321,260.00000000000,MENENGAI
35° 58' 21.2852" E,0° 12' 56.5461" S,17647 - MANGU,17647 - MANGU,17647,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610322,234.00000000000,makiki water project
35° 58' 29.3540" E,0° 13' 12.5315" S,05966 - Mangu Area,05966 - Mangu Area,05966,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610323,130.00000000000,mangu area
35° 58' 41.4532" E,0° 13' 19.9446" S,05964 - Mangu,05964 - Mangu,05964,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610325,85.00000000000,MENENGAI
35° 58' 51.5112" E,0° 13' 5.2438" S,05965 - Mangu,05965 - Mangu,05965,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610326,150.00000000000,mangu
35° 58' 7.6798" E,0° 12' 57.0074" S,05969 - Mangu Farm,05969 - Mangu Farm,05969,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610327,144.00000000000,MENENGAI
35° 58' 21.2954" E,0° 12' 36.2413" S,05970 - Mangu Farm,05970 - Mangu Farm,05970,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610328,148.00000000000,MENENGAI
35° 57' 55.3413" E,0° 12' 51.5468" S,05971 - Mangu Farm,05971 - Mangu Farm,05971,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610329,112.00000000000,mangu farm
35° 58' 10.6368" E,0° 12' 29.4757" S,05972 - Mangu,05972 - Mangu,05972,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610330,164.00000000000,MENENGAI
35° 57' 46.7600" E,0° 12' 39.4959" S,05973 - Mangu Farm,05973 - Mangu Farm,05973,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610331,283.00000000000,MENENGAI
35° 57' 34.3414" E,0° 12' 37.6151" S,05989 - Mangu Scheme,05989 - Mangu Scheme,05989,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610332,340.00000000000,MENENGAI
35° 57' 20.5855" E,0° 12' 33.7350" S,17022 - Mangu Farm,17022 - Mangu Farm,17022,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610333,175.00000000000,MENENGAI
35° 57' 14.9852" E,0° 12' 59.8225" S,17073 - Umoja Farm_Rongai,17073 - Umoja Farm_Rongai,17073,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610334,139.00000000000,MENENGAI
35° 56' 56.7578" E,0° 13' 7.5036" S,17029 - Menengai Primary Sch,17029 - Menengai Primary Sch,17029,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610335,14.00000000000,MENENGAI
35° 57' 9.7446" E,0° 13' 13.6816" S,17028 - Mangu Farm,17028 - Mangu Farm,17028,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610336,13.00000000000,MENENGAI
35° 58' 42.5485" E,0° 12' 52.9078" S,05967 - Mangu Farm,05967 - Mangu Farm,05967,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300610337,136.00000000000,MENENGAI
36° 11' 14.0951" E,0° 02' 42.6000" S,17496 - Kirengero,17496 - Kirengero,17496,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610362,98.00000000000,kirengero
36° 11' 5.3684" E,0° 02' 52.5481" S,17641 - KIRENGERO MUNANDA,17641 - KIRENGERO MUNANDA,17641,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610363,255.00000000000,kirengero center
36° 11' 23.1320" E,0° 01' 48.5839" S,17904 - MUNANDA KIRIMA B/HOLE,17904 - MUNANDA KIRIMA B/HOLE,17904,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610364,138.00000000000,munanda
36° 11' 10.4535" E,0° 02' 12.4112" S,18201 - MUNANDA FARM,18201 - MUNANDA FARM,18201,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610365,114.00000000000,munanda
36° 10' 56.7273" E,0° 02' 20.6562" S,17230 - Kieni Primary School,17230 - Kieni Primary School,17230,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610366,245.00000000000,kieni primary school
36° 10' 52.7756" E,0° 02' 49.4188" S,17229 - Wachira & Others,17229 - Wachira & Others,17229,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610367,25.00000000000,commissioner wachiras farm
36° 11' 1.6259" E,0° 03' 10.7257" S,17228 - Kieni B/H And Others,17228 - Kieni B/H And Others,17228,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610368,71.00000000000,kirengero
36° 10' 38.4784" E,0° 03' 39.4719" S,17227 - Bishop Njehia AND Othe,17227 - Bishop Njehia AND Othe,17227,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610369,205.00000000000,maombi farm
36° 10' 43.5267" E,0° 03' 58.9769" S,05828 - M.W Njoroge,05828 - M.W Njoroge,05828,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610370,70.00000000000,MICHAELS SHAMBA
36° 10' 58.2647" E,0° 03' 51.7425" S,05135 - Maombi,05135 - Maombi,05135,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610371,175.00000000000,near miki hills academy
36° 10' 31.4678" E,0° 04' 14.3229" S,05769 - Put Sarajevo Workshop,05769 - Put Sarajevo Workshop,05769,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610372,107.00000000000,KABAZI
36° 10' 5.3972" E,0° 03' 57.7474" S,05133 - Mahinga Farm,05133 - Mahinga Farm,05133,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610373,213.00000000000,MAHINGA FARM
36° 10' 2.1769" E,0° 03' 27.5638" S,05868 - Kenda Farm,05868 - Kenda Farm,05868,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610374,150.00000000000,kenda
36° 10' 4.4953" E,0° 03' 18.0125" S,17200 - Solomon N.K Kioni,17200 - Solomon N.K Kioni,17200,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610375,75.00000000000,kenda farm
36° 10' 2.2966" E,0° 02' 51.9932" S,05733 - Subukia Valley Waate,05733 - Subukia Valley Waate,05733,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610376,167.00000000000,KABAZI
36° 10' 5.3013" E,0° 02' 40.7468" S,05859 - D. KARIUKI,05859 - D. KARIUKI,05859,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610377,101.00000000000,KABAZI
36° 10' 45.5429" E,0° 04' 56.8343" S,05131 - Kihoto Farm,05131 - Kihoto Farm,05131,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610378,233.00000000000,kihoto
36° 10' 25.5242" E,0° 05' 0.5922" S,05129 - Kihoto,05129 - Kihoto,05129,KIRENGERO 11KV EX SUBUKIA,SUBUKIA,Nakuru,300610379,328.00000000000,KIHOTO
35° 49' 1.9589" E,0° 18' 2.7472" S,05899 - L. M. Gitau,05899 - L. M. Gitau,05899,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610775,0.00000000000,ELBURGON
35° 49' 2.3103" E,0° 17' 50.4513" S,05278A - Bahati,05278A - Bahati,05278A,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610776,82.00000000000,TEGATI
35° 49' 1.1835" E,0° 17' 36.9637" S,05316 - Olaragwai Pump Hse,05316 - Olaragwai Pump Hse,05316,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610777,66.00000000000,elburgon
35° 48' 14.0836" E,0° 17' 44.6480" S,17933 - KENCELL_ELBURGON,17933 - KENCELL_ELBURGON,17933,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610784,1785.00000000000,ELBURGON
35° 48' 6.1601" E,0° 17' 56.7799" S,05155 - Elburgon,05155 - Elburgon,05155,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610785,3383.00000000000,ST PETER CLEVERS PRIMARY SCHO
35° 47' 44.3525" E,0° 17' 50.9497" S,17101 - Muchemi Muita,17101 - Muchemi Muita,17101,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610786,768.00000000000,opposite tallents childrens m
35° 47' 38.8519" E,0° 17' 45.9142" S,17126 - Mungai Sawmill,17126 - Mungai Sawmill,17126,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610787,150.00000000000,chekimu woodmart ltd
35° 47' 38.5099" E,0° 17' 43.2910" S,17069 - Charon African Netwo,17069 - Charon African Netwo,17069,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610788,159.00000000000,ELBURGON
35° 47' 54.7305" E,0° 18' 25.1804" S,17458 - Sokoro Pri. School,17458 - Sokoro Pri. School,17458,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610789,51.00000000000,SOKORO  PRIMARY SCHOOL
35° 47' 48.0834" E,0° 18' 43.0882" S,05387 - Nyayo Indigenious Tr,05387 - Nyayo Indigenious Tr,05387,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610790,74.00000000000,COUNTY FOREST
35° 47' 27.2309" E,0° 17' 42.4140" S,17708 - ST CLAIRE SCHOOL,17708 - ST CLAIRE SCHOOL,17708,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610791,107.00000000000,ST CLARE
35° 46' 7.1488" E,0° 17' 32.2398" S,05652 - Waireri Farm,05652 - Waireri Farm,05652,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610799,58.00000000000,OFF NJORO MOLO ROAD
35° 45' 56.0017" E,0° 17' 39.9139" S,18089 - NO NAME,18089 - NO NAME,18089,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610801,105.00000000000,TURI SPRINTS WATER COMPANY
35° 45' 37.2079" E,0° 17' 30.4080" S,17189 - Tumaini Farm,17189 - Tumaini Farm,17189,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610802,142.00000000000,TREE FARMERS
35° 45' 17.2633" E,0° 17' 51.7898" S,17361 - Turi / Ndenderu Farm,17361 - Turi / Ndenderu Farm,17361,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610803,315.00000000000,Ndenderu farm
35° 45' 8.2083" E,0° 18' 12.5644" S,17362 - Turi/Ndenderu Farm,17362 - Turi/Ndenderu Farm,17362,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610804,161.00000000000,ndenderu A village
35° 45' 38.0428" E,0° 17' 19.0041" S,05573 - Turi,05573 - Turi,05573,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610805,0.00000000000,turi
35° 45' 0.3883" E,0° 17' 25.5317" S,05732 - Mburu Gachagua,05732 - Mburu Gachagua,05732,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610806,72.00000000000,GACHAKUA FARM
35° 45' 25.0055" E,0° 17' 5.0008" S,05611 - Turi,05611 - Turi,05611,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610807,652.00000000000,KASARANI TURI
35° 46' 26.8120" E,0° 16' 5.9358" S,05224 - Giteru Farm,05224 - Giteru Farm,05224,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610812,73.00000000000,gaturu farm
35° 47' 37.2236" E,0° 15' 53.2946" S,17260 - D.K.Gakonyo,17260 - D.K.Gakonyo,17260,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610813,67.00000000000,TURI
35° 47' 27.3477" E,0° 15' 26.2241" S,17261 - G.K. Njuguna,17261 - G.K. Njuguna,17261,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610814,6.00000000000,Gk njuguna
35° 46' 46.8252" E,0° 15' 29.1266" S,05225 - Hon Njenga Karume,05225 - Hon Njenga Karume,05225,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610816,24.00000000000,TURI
35° 46' 25.0224" E,0° 14' 48.9113" S,17707 - MATUMAINI REHABITATION,17707 - MATUMAINI REHABITATION,17707,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610817,143.00000000000,Matumaini PEFA Church
35° 44' 52.4370" E,0° 16' 34.4478" S,05937 - K Mbugua,05937 - K Mbugua,05937,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610818,353.00000000000,michatha ya juu
35° 44' 37.1948" E,0° 17' 6.5544" S,17656 - MICHATHA WATER PROJECT,17656 - MICHATHA WATER PROJECT,17656,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610819,156.00000000000,Next Michatha water pumping s
35° 44' 43.8515" E,0° 15' 48.5769" S,05701 - F.W Kariuki,05701 - F.W Kariuki,05701,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610822,493.00000000000,OFF EVERBEST ROAD
35° 44' 30.6535" E,0° 15' 32.0270" S,18486 - MUTIRITHIA,18486 - MUTIRITHIA,18486,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610824,567.00000000000,mutirithia near the bridg
35° 44' 27.5967" E,0° 15' 12.9568" S,18803 - MOLO,18803 - MOLO,18803,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610825,316.00000000000,MAISHANI MOLO
35° 44' 14.8352" E,0° 15' 5.0570" S,05214 - Molo Polytechnic,05214 - Molo Polytechnic,05214,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300610826,891.00000000000,molo social hall
